"Gemeinde";"Flaeche";"Bevoelkerung"
"Kirtorf, Stadt";79,91;3199
"Lauterbach (Hessen), Kreisstadt";101,98;13880
"Lautertal (Vogelsberg)";53,6;2274
"Mücke";86,23;9485
"Romrod, Stadt";54,43;2710
"Schlitz, Stadt";142,06;9892
"Schotten, Stadt";133,56;10045
"Schwalmtal";54,36;2903
"Ulrichstein, Stadt";65,61;3028
"Wartenberg";39,54;3876
"Kassel, documenta-Stadt";106,79;204202
"Bad Salzschlirf";13,06;3568
"Burghaun, Marktgemeinde";65,04;6436
"Dipperz";30,04;3625
"Ebersburg";37,05;4704
"Ehrenberg (Rhön)";40,84;2549
"Eichenzell";55,99;11277
"Eiterfeld, Marktgemeinde";89,83;7110
"Flieden";49,65;8673
"Fulda, Stadt";104,05;69968
"Gersfeld (Rhön), Stadt";89,34;5516
"Großenlüder";73,93;8765
"Hilders, Marktgemeinde";70,37;4859
"Hofbieber";87,26;6150
"Hosenfeld";50,73;4593
"Hünfeld, Konrad-Zuse-Stadt";119,75;16941
"Kalbach";70,63;6511
"Künzell";30,28;17062
"Neuhof";90,28;10956
"Nüsttal";45,49;2920
"Petersberg";35,51;16410
"Poppenhausen (Wasserkuppe)";40,77;2717
"Rasdorf, Point-Alpha-Gemeinde";30,08;1581
"Tann (Rhön), Stadt";60,45;4565
"Alheim";63,84;4959
"Bad Hersfeld, Kreisstadt";73,87;30652
"Bebra, Stadt";93,71;13983
"Breitenbach a. Herzberg";42,43;1714
"Cornberg";23,36;1355
"Friedewald";39,64;2531
"Hauneck";17,75;3217
"Haunetal";54,94;2949
"Heringen (Werra), Stadt";61,2;7080
"Hohenroda";35,75;3099
"Kirchheim";50,61;3614
"Ludwigsau";112,05;5569
"Nentershausen";57,05;2529
"Neuenstein";64,8;3170
"Niederaula, Marktgemeinde";64,16;5302
"Philippsthal (Werra), Marktgemeinde";21,31;4111
"Ronshausen";37,63;2399
"Rotenburg a. d. Fulda, Stadt";79,97;14066
"Schenklengsfeld";63,75;4296
"Wildeck";39,93;4971
"Ahnatal";18,03;8052
"Bad Karlshafen, Stadt";14,85;3695
"Baunatal, Stadt";38,27;28339
"Breuna";40,5;3574
"Calden";54,85;7592
"Bad Emstal";38,68;5967
"Espenau";13,6;5266
"Fuldabrück";17,86;8953
"Fuldatal";33,67;12837
"Grebenstein, Stadt";49,84;5790
"Habichtswald";28,21;5254
"Helsa";25,76;5755
"Hofgeismar, Stadt";86,37;15521
"Immenhausen, Stadt";28,54;7092
"Kaufungen";26,15;12764
"Liebenau, Stadt";48,88;2989
"Lohfelden";16,58;14393
"Naumburg, Stadt";66,32;5111
"Nieste";4,06;2080
"Niestetal";22,16;11434
"Reinhardshagen";12,99;4391
"Schauenburg";30,87;10644
"Söhrewald";58,96;4677
"Trendelburg, Stadt";69,37;4867
"Vellmar, Stadt";13,97;18474
"Wolfhagen, Hans-Staden-Stadt";112,29;13493
"Zierenberg, Stadt";86,55;6604
"Wesertal";52,65;5110
"Borken (Hessen), Stadt";82,46;12555
"Edermünde";25,85;7442
"Felsberg, Stadt";83,32;10633
"Frielendorf, Marktflecken";85,84;7318
"Fritzlar, Dom- und Kaiserstadt";88,81;15031
"Gilserberg";61,55;2951
"Gudensberg, Stadt";46,49;9983
"Guxhagen";26,19;5481
"Homberg (Efze), Reformationsstadt, Kreisstadt";100,11;14458
"Jesberg";49,79;2161
"Knüllwald";100,67;4447
"Körle";17,51;3089
"Malsfeld";34,52;3989
"Melsungen, Stadt";63,09;13906
"Morschen";47,92;3180
"Neuental";38,67;3014
"Neukirchen, Stadt";66,25;7026
"Niedenstein, Stadt";30,61;5577
"Oberaula";44,01;3289
"Ottrau";48,5;2164
"Schrecksbach";36,61;2981
"Schwalmstadt, Konfirmationsstadt";84,79;18488
"Schwarzenborn, Stadt";26,9;1209
"Spangenberg, Liebenbachstadt";97,71;6122
"Wabern";51,41;7447
"Willingshausen";59,97;4822
"Bad Zwesten";39,45;3832
"Allendorf (Eder)";41,79;5808
"Bad Arolsen, Stadt";126,47;15987
"Bad Wildungen, Stadt";120,1;17595
"Battenberg (Eder), Stadt";64,71;5500
"Bromskirchen";35,22;1931
"Burgwald";41,3;5034
"Diemelsee";121,59;4706
"Diemelstadt, Stadt";82,55;5354
"Edertal, Nationalparkgemeinde";115,65;6220
"Frankenau, Nationalparkstadt";57,29;2933
"Frankenberg (Eder), Philipp-Soldan-Stadt";124,86;18033
"Gemünden (Wohra), Stadt";58,65;3961
"Haina (Kloster)";91,22;3409
"Hatzfeld (Eder), Stadt";58,51;2963
"Korbach, Hansestadt, Kreisstadt";124,11;23706
"Lichtenfels, Stadt";96,77;4133
"Rosenthal, Stadt";51,55;2137
"Twistetal";74,08;4226
"Vöhl, Nationalparkgemeinde";98,85;5517
"Volkmarsen, Stadt";67,47;6769
"Waldeck, Nationalparkstadt";115,7;6810
"Willingen (Upland)";80,26;6422
"Bad Sooden-Allendorf, Stadt";73,75;8394
"Berkatal";19,57;1508
"Eschwege, Kreisstadt";63,26;19472
"Großalmerode, Stadt";37,59;6255
"Herleshausen";59,5;2820
"Hessisch Lichtenau, Stadt";105,72;12598
"Meinhard";39,62;4560
"Meißner";44,81;2950
"Neu-Eichenberg";27,66;1808
"Ringgau";66,81;2868
"Sontra, Stadt";111,28;7561
"Waldkappel, Stadt";96,53;4231
"Wanfried, Stadt";46,88;4227
"Wehretal";39,2;4999
"Weißenborn";15,56;952
"Witzenhausen, Stadt";126,78;15005
"Koblenz, Stadt";105,25;115268
"Bad Neuenahr-Ahrweiler, Stadt";63,38;26669
"Remagen, Stadt";33,21;17426
"Sinzig, Stadt";41,1;17437
"Grafschaft";57,6;10998
"Adenau, Stadt";18,56;2956
"Antweiler";4,46;480
"Aremberg";9,61;212
"Barweiler";8,52;389
"Bauler";2,33;53
"Dankerath";3,26;71
"Dorsel";7,2;179
"Eichenbach";5,02;76
"Fuchshofen";2,84;97
"Harscheid";3,13;139
"Herschbroich";7,27;270
"Hoffeld";5,15;303
"Honerath";2,01;160
"Hümmel";15,84;489
"Insul";5,01;444
"Kaltenborn";21,82;341
"Kottenborn";3,78;175
"Leimbach";15,64;441
"Meuspath";3,06;155
"Müllenbach";8,02;500
"Müsch";3,81;192
"Nürburg";3,63;178
"Ohlenhard";5,01;140
"Pomster";5,81;152
"Quiddelbach";4,43;251
"Reifferscheid";14,24;492
"Rodder";6,38;244
"Schuld";5,93;604
"Senscheid";4,27;81
"Sierscheid";2,35;88
"Trierscheid";4,11;70
"Wershofen";14,36;904
"Wiesemscheid";5,6;242
"Wimbach";6,84;444
"Winnerath";3,33;198
"Wirft";3,25;157
"Dümpelfeld";11,86;584
"Ahrbrück";12,6;1058
"Altenahr";14,83;1492
"Berg";18,95;1313
"Dernau";5,71;1312
"Heckenbach";27,34;232
"Hönningen";10,02;1040
"Kalenborn";4,32;711
"Kesseling";31,13;593
"Kirchsahr";6,1;362
"Lind";12,37;575
"Mayschoß";5,63;795
"Rech";4,72;527
"Bad Breisig, Stadt";19,93;9740
"Brohl-Lützing";9,22;2511
"Gönnersdorf";5,04;659
"Waldorf";7,62;885
"Dedenbach";7,65;488
"Königsfeld";7,2;683
"Niederdürenbach";6,82;966
"Niederzissen";11,95;2784
"Oberdürenbach";6,94;645
"Oberzissen";2,73;1109
"Schalkenbach";10,26;826
"Brenk";3,09;187
"Burgbrohl";10,63;3318
"Galenberg";2,28;227
"Glees";11,45;603
"Hohenleimbach";10,17;356
"Spessart";8,72;858
"Wassenach";6,17;1256
"Wehr";9,94;1130
"Weibern";10,56;1537
"Kempenich";11,92;1902
"Daaden, Stadt";19,58;4225
"Derschen";7,1;966
"Emmerzhausen";7,07;668
"Friedewald";7,1;1125
"Herdorf, Stadt";17,99;6651
"Mauden";1,74;113
"Niederdreisbach";4,17;862
"Nisterberg";4,54;352
"Schutzbach";1,26;368
"Weitefeld";8,49;2287
"Birkenbeul";4,76;428
"Bitzen";2,3;752
"Breitscheidt";3,66;1037
"Bruchertseifen";2,89;773
"Etzbach";3,04;1356
"Forst";4,24;603
"Fürthen";2,19;1219
"Hamm (Sieg), Raiffeisengemeinde";3,66;3785
"Niederirsen";2,84;93
"Pracht";5,5;1473
"Roth";3,78;1546
"Seelbach bei Hamm (Sieg)";3,41;136
"Brachbach";6,36;2318
"Friesenhagen";51,36;1619
"Harbach";5,64;530
"Kirchen (Sieg), Stadt";39,76;8431
"Mudersbach";9,48;5857
"Niederfischbach";14,47;4119
"Birken-Honigsessen";18,14;2475
"Mittelhof";11,13;1002
"Hövels";7,88;534
"Katzwinkel (Sieg)";15,8;1780
"Selbach (Sieg)";3,66;786
"Wissen, Stadt";34,88;8543
"Alsdorf";5,92;1513
"Betzdorf, Stadt";9,56;10223
"Dickendorf";1,45;325
"Elben";2,38;340
"Elkenroth";8,15;1773
"Fensdorf";2,17;375
"Gebhardshain";5,95;1898
"Grünebach";2,52;499
"Kausen";3,62;778
"Malberg";4,31;1015
"Molzhain";2,9;558
"Nauroth";6,87;1224
"Rosenheim (Landkreis Altenkirchen)";4,09;763
"Scheuerfeld";2,66;2110
"Steinebach/ Sieg";4,54;1308
"Steineroth";2,53;548
"Wallmenroth";3,86;1208
"Almersbach";0,61;407
"Bachenberg";1,67;102
"Berzhausen";2,37;209
"Birnbach";3,11;668
"Bürdenbach";2,84;638
"Burglahr";2,89;506
"Busenhausen";3,02;372
"Eichelhardt";2,84;503
"Eichen";4,27;544
"Ersfeld";1,4;68
"Eulenberg";1,17;50
"Fiersbach";3,03;281
"Flammersfeld";4,06;1452
"Fluterschen";3,37;639
"Forstmehren";1,61;147
"Gieleroth";5,92;691
"Giershausen";2,11;100
"Güllesheim";2,2;756
"Hasselbach";5,76;330
"Helmenzen";4,15;917
"Helmeroth";3,57;213
"Hemmelzen";2,83;303
"Heupelzen";2,58;255
"Hilgenroth";2,97;296
"Hirz-Maulsbach";6,15;322
"Horhausen (Westerwald)";4,72;2123
"Idelberg";1,13;62
"Ingelbach";5,08;496
"Isert";1,84;109
"Kescheid";4,83;132
"Kettenhausen";1,68;313
"Kircheib";6,55;547
"Kraam";2,73;165
"Krunkel";2,81;598
"Mammelzen";4,11;1052
"Mehren";3,66;469
"Michelbach (Westerwald)";4,43;546
"Niedersteinebach";0,79;202
"Obererbach (Westerwald)";3,63;550
"Oberirsen";9,44;610
"Oberlahr";2,83;751
"Obersteinebach";3,33;248
"Oberwambach";3,99;428
"Ölsen";2,26;74
"Orfgen";3,74;231
"Peterslahr";2,32;330
"Pleckhausen";1,99;822
"Racksen";1,98;137
"Reiferscheid";2,13;428
"Rettersen";3,21;362
"Rott";9,8;378
"Schöneberg";3,2;435
"Schürdt";2,01;274
"Seelbach (Westerwald)";2,99;281
"Seifen";2,94;123
"Sörth";1,99;247
"Stürzelbach";1,77;235
"Volkerzen";1,99;83
"Walterschen";2,12;162
"Werkhausen";5,77;241
"Weyerbusch";4,22;1425
"Willroth";1,96;940
"Wölmersen";2,63;372
"Ziegenhain";0,71;166
"Berod bei Hachenburg";5,06;598
"Altenkirchen (Westerwald), Stadt";10,98;6564
"Neitersen";7,14;1119
"Bad Kreuznach, Stadt";55,56;52529
"Altenbamberg";7,54;789
"Biebelsheim";3,1;696
"Feilbingert";10,04;1488
"Frei-Laubersheim";9,88;1045
"Fürfeld";12,48;1618
"Hackenheim";4,31;2093
"Hallgarten";2,54;777
"Hochstätten";5,49;618
"Neu-Bamberg";4,56;920
"Pfaffen-Schwabenheim";5,18;1519
"Pleitersheim";2,32;344
"Tiefenthal";1,35;129
"Volxheim";4,91;1147
"Allenfeld";2,98;206
"Argenschwang";4,25;352
"Bockenau";9,66;1219
"Boos";1,11;360
"Braunweiler";4,76;618
"Burgsponheim";1,1;221
"Dalberg";2,3;226
"Duchroth";9,68;554
"Gebroth";2,38;155
"Gutenberg";4,18;1022
"Hargesheim";2,58;2929
"Hergenfeld";5,89;498
"Hüffelsheim";6,55;1305
"Mandel";6,33;923
"Münchwald";1,46;266
"Niederhausen";5,33;567
"Norheim";3,15;1548
"Oberhausen an der Nahe";3,31;363
"Oberstreit";1,01;292
"Roxheim";5,93;2770
"Sankt Katharinen";1,7;381
"Schloßböckelheim";4,76;381
"Sommerloch";2,52;396
"Spabrücken";16,61;1173
"Spall";14,15;196
"Sponheim";14,35;756
"Traisen";2,88;595
"Waldböckelheim";18,58;2209
"Wallhausen";10,3;1563
"Weinsheim";9,29;1794
"Winterbach";14,74;504
"Rüdesheim";3,49;2654
"Bärenbach";5,6;483
"Becherbach bei Kirn";8,41;421
"Brauweiler";3,16;59
"Hahnenbach";2,79;541
"Heimweiler";9,07;411
"Heinzenberg";1,95;22
"Hennweiler";14,1;1208
"Hochstetten-Dhaun";12,58;1603
"Horbach";1,92;45
"Kirn, Stadt";16,53;8450
"Limbach";9,18;287
"Meckenbach";6,97;364
"Oberhausen bei Kirn";4,58;847
"Otzweiler";3,11;200
"Simmertal";8,08;1900
"Weitersborn";3,12;198
"Bruschied";2,68;334
"Kellenbach";8,31;237
"Königsau";2,03;62
"Schneppenbach";3,3;219
"Schwarzerden";6,97;240
"Abtweiler";5,76;187
"Auen";2,71;181
"Bärweiler";6,11;217
"Becherbach";10,84;827
"Breitenheim";5,69;402
"Callbach";5,38;349
"Daubach";2,91;233
"Desloch";6,35;322
"Hundsbach";7,48;356
"Ippenschied";2,62;152
"Jeckenbach";6,28;207
"Kirschroth";7,64;294
"Langenthal";2,71;85
"Lauschied";4,78;545
"Lettweiler";6,29;204
"Löllbach";4,94;194
"Martinstein";0,39;257
"Meddersheim";13,15;1330
"Meisenheim, Stadt";10,33;2839
"Merxheim";17,05;1436
"Monzingen";12,18;1558
"Nußbaum";5,86;457
"Odernheim am Glan";13,26;1721
"Raumbach";4,41;398
"Rehbach";2,21;46
"Rehborn";10,13;677
"Reiffelbach";4,47;229
"Schmittweiler";5,48;179
"Schweinschied";6,35;156
"Seesbach";6,06;501
"Staudernheim";11,47;1367
"Weiler bei Monzingen";5,87;452
"Winterburg";2,56;201
"Bad Sobernheim, Stadt";54,18;6495
"Bretzenheim";5,81;2600
"Daxweiler";16,65;733
"Dörrebach";13,14;706
"Dorsheim";2,22;732
"Eckenroth";1,08;219
"Guldental";12,99;2451
"Langenlonsheim";11,91;4126
"Laubenheim";3,34;820
"Roth";0,82;272
"Rümmelsheim";3,08;1366
"Schöneberg";7,13;595
"Schweppenhausen";3,05;910
"Seibersbach";14,63;1235
"Stromberg, Stadt";9,01;3477
"Waldlaubersheim";8,05;819
"Warmsroth";5,9;541
"Windesheim";10,17;1812
"Idar-Oberstein, Stadt";91,58;28851
"Baumholder, Stadt";69,19;4560
"Berglangenbach";5,72;451
"Berschweiler bei Baumholder";6,66;553
"Eckersweiler";3,69;178
"Fohren-Linden";6,6;330
"Frauenberg";3,85;371
"Hahnweiler";2,28;177
"Heimbach";6,78;1022
"Leitzweiler";3,02;112
"Mettweiler";5,5;237
"Reichenbach";11,12;527
"Rohrbach";2,45;171
"Rückweiler";2,74;380
"Ruschberg";7,45;803
"Abentheuer";6,12;440
"Achtelsbach";9,7;390
"Birkenfeld, Stadt";13,64;7220
"Börfink";8,21;171
"Brücken";13,66;1281
"Buhlenberg";8,47;459
"Dambach";2,99;150
"Dienstweiler";6,71;333
"Elchweiler";2,15;99
"Ellenberg";2,02;92
"Ellweiler";7,45;323
"Gimbweiler";5,53;395
"Gollenberg";3,25;117
"Hattgenstein";8,23;244
"Hoppstädten-Weiersbach";17,94;3648
"Kronweiler";3,51;311
"Leisel";8,82;525
"Meckenbach";3,79;113
"Niederbrombach";7,28;507
"Niederhambach";9,77;320
"Nohen";7,51;333
"Oberbrombach";6,57;389
"Oberhambach";5,1;277
"Rimsberg";3,2;118
"Rinzenberg";11,36;310
"Rötsweiler-Nockenthal";3,19;464
"Schmißberg";1,68;199
"Schwollen";8,82;444
"Siesbach";7,44;356
"Sonnenberg-Winnenberg";2,87;429
"Wilzenberg-Hußweiler";6,46;285
"Allenbach";27,7;624
"Asbach";3,47;147
"Bergen";10,42;490
"Berschweiler bei Kirn";7,55;263
"Bollenbach";3,77;129
"Breitenthal";3,68;330
"Bruchweiler";8,13;531
"Bundenbach";7,7;843
"Dickesbach";4,93;411
"Fischbach";4,01;856
"Gerach";2,29;225
"Gösenroth";4,49;238
"Griebelschied";4,19;178
"Hausen";4,99;172
"Hellertshausen";7,46;189
"Herborn";2,46;516
"Herrstein";4,81;793
"Hettenrodt";5,31;659
"Hintertiefenbach";4,69;316
"Horbruch";5,19;349
"Hottenbach";11,21;545
"Kempfeld";9,72;777
"Kirschweiler";4,89;1046
"Krummenau";4,32;154
"Mackenrodt";4,88;370
"Mittelreidenbach";5,06;756
"Mörschied";10,7;738
"Niederhosenbach";7,43;294
"Niederwörresbach";9,34;801
"Oberhosenbach";4,14;123
"Oberkirn";5,45;328
"Oberreidenbach";10,92;606
"Oberwörresbach";1,4;112
"Rhaunen";10,75;2155
"Schauren";7,13;487
"Schmidthachenbach";10,05;386
"Schwerbach";2,55;50
"Sensweiler";8,47;411
"Sien";8,48;519
"Sienhachenbach";7,58;184
"Sonnschied";3,85;97
"Stipshausen";11,05;802
"Sulzbach";6,68;276
"Veitsrodt";7,95;713
"Vollmersbach";2,44;450
"Weiden";2,6;73
"Weitersbach";7,77;87
"Wickenrodt";5,27;164
"Wirschweiler";10,2;287
"Langweiler";5,25;245
"Beilstein";1,69;149
"Bremm";9,14;735
"Briedern";3,56;365
"Bruttig-Fankel";14,37;1159
"Cochem, Stadt";21,18;5288
"Dohr";5,03;625
"Ediger-Eller";19,18;916
"Ellenz-Poltersdorf";7,42;861
"Ernst";4,19;561
"Faid";8,21;1037
"Greimersburg";10,16;716
"Klotten";16,04;1200
"Lieg";9,69;370
"Lütz";5,48;271
"Mesenich";2,98;299
"Moselkern";4,72;563
"Müden (Mosel)";7,49;674
"Nehren";0,76;123
"Pommern";5,64;410
"Senheim";12,51;571
"Treis-Karden";31,37;2156
"Valwig";5,7;441
"Wirfus";4,65;229
"Binningen";6,66;704
"Brachtendorf";2,45;243
"Brieden";4,39;147
"Brohl";5,89;344
"Dünfus";3,25;295
"Düngenheim";9,31;1387
"Eppenberg";4,12;237
"Eulgem";3,01;188
"Forst (Eifel)";3,93;382
"Gamlen";5,59;504
"Hambuch";4,81;736
"Hauroth";3,94;332
"Illerich";7,75;810
"Kaifenheim";6,17;803
"Kail";6,16;298
"Kaisersesch, Stadt";8,18;3254
"Kalenborn";5,3;250
"Landkern";10,61;950
"Laubach";3,58;641
"Masburg";9,13;1093
"Möntenich";4,08;107
"Müllenbach";4,27;665
"Roes";6,74;474
"Urmersbach";4,34;456
"Zettingen";3,7;272
"Leienkaul";3,25;378
"Alflen";13,42;817
"Auderath";6,19;662
"Beuren";10,67;422
"Büchel";12,84;1201
"Filz";3,1;85
"Gevenich";7,12;720
"Gillenbeuren";4,7;250
"Kliding";5,27;217
"Lutzerath";23,7;1466
"Schmitt";2,71;116
"Ulmen, Stadt";28,74;3475
"Urschmitt";6,61;202
"Wagenhausen";1,8;67
"Weiler";7,33;281
"Wollmerath";4,05;201
"Bad Bertrich";8,71;1011
"Alf";6,34;805
"Altlay";5,75;461
"Altstrimmig";8,9;344
"Blankenrath";4,59;1697
"Briedel";26,58;897
"Bullay";3,98;1703
"Forst (Hunsrück)";3,35;64
"Grenderich";8,51;381
"Haserich";4,45;206
"Hesweiler";2,31;119
"Liesenich";8,76;312
"Mittelstrimmig";11,47;415
"Moritzheim";4,02;140
"Neef";6,48;414
"Panzweiler";3,85;282
"Peterswald-Löffelscheid";15,33;743
"Pünderich";5,43;856
"Reidenhausen";2,06;178
"Sankt Aldegund";6,19;549
"Schauren";3,05;440
"Sosberg";3,91;165
"Tellig";1,21;291
"Walhausen";2,27;235
"Zell (Mosel), Stadt";44,95;4107
"Andernach, Stadt";53,34;30277
"Mayen, Stadt";58,19;19708
"Bendorf, Stadt";24,12;17221
"Kretz";4,18;716
"Kruft";18,23;4603
"Nickenich";16,58;3621
"Plaidt";9,39;5936
"Saffig";6,97;2213
"Einig";3,09;147
"Gappenach";3,51;330
"Gering";2,9;409
"Gierschnach";3,27;272
"Kalt";5,36;456
"Kerben";4,71;502
"Kollig";5,01;606
"Lonnig";5,5;1255
"Mertloch";10,28;1375
"Naunheim";6,12;461
"Ochtendung";24,05;5595
"Pillig";6,29;484
"Polch, Stadt";28,68;6976
"Rüber";5,61;894
"Trimbs";4,45;613
"Welling";6,82;938
"Wierschem";8,34;328
"Münstermaifeld, Stadt";27,77;3443
"Acht";3,79;78
"Anschau";5,15;276
"Arft";5,83;247
"Baar";11,74;719
"Bermel";7,34;347
"Boos";10,38;621
"Ditscheid";4,48;264
"Ettringen";9,15;2816
"Hausten";3,56;384
"Herresbach";8,47;500
"Hirten";2,51;261
"Kehrig";10,38;1223
"Kirchwald";9,51;1000
"Kottenheim";6,09;2543
"Langenfeld";4,71;668
"Langscheid";2,54;84
"Lind";2,78;56
"Luxem";4,93;335
"Monreal";14,65;788
"Münk";5,13;262
"Nachtsheim";7,22;554
"Reudelsterz";3,94;364
"Sankt Johann";4,32;925
"Siebenbach";3,41;200
"Virneburg";5,36;368
"Weiler";7,51;510
"Welschenbach";2,79;51
"Bell";10,26;1350
"Mendig, Stadt";23,75;9128
"Rieden";9,1;1164
"Thür";8,25;1508
"Volkesfeld";2,58;579
"Niederwerth";3,04;1275
"Urbar";3,46;3209
"Vallendar, Stadt";13,22;9151
"Weitersburg";6,62;2486
"Bassenheim";14,76;2901
"Kaltenengers";3,07;2202
"Kettig";7,76;3493
"Mülheim-Kärlich, Stadt";16,42;11312
"Sankt Sebastian";2,88;2685
"Urmitz";3,77;3427
"Weißenthurm, Stadt";3,99;9259
"Alken";8,06;697
"Brey";6,46;1494
"Brodenbach";9,67;672
"Burgen";11,38;747
"Dieblich";17,76;2633
"Hatzenport";3,75;612
"Kobern-Gondorf";28,4;3153
"Löf";5,34;1470
"Macken";8,61;360
"Niederfell";11,67;1005
"Nörtershausen";5,66;1154
"Oberfell";5,46;1161
"Rhens, Stadt";16,31;3037
"Spay";2,69;1917
"Waldesch";3,33;2302
"Winningen";6,65;2455
"Wolken";2,86;1087
"Lehmen";10,25;1302
"Neuwied, Stadt";86,5;65986
"Asbach";38,58;7605
"Neustadt (Wied)";35,81;6666
"Windhagen";13,11;4550
"Buchholz (Westerwald)";20,62;4756
"Bad Hönningen, Stadt";20,09;6133
"Hammerstein";7,19;347
"Leutesdorf";10,88;1746
"Rheinbrohl";17,2;4155
"Dierdorf, Stadt";31,98;5977
"Großmaischeid";15,52;2334
"Isenburg";4,17;620
"Kleinmaischeid";6,99;1323
"Stebach";2,38;355
"Marienhausen";4,86;483
"Dattenberg";9,33;1508
"Leubsdorf";10,22;1640
"Linz am Rhein, Stadt";17,98;6412
"Ockenfels";1,66;1049
"Sankt Katharinen (Landkreis Neuwied)";13,84;3468
"Vettelschoß";6,91;3771
"Kasbach-Ohlenberg";4,78;1411
"Dernbach";5,5;1070
"Döttesfeld";5,84;656
"Dürrholz";6,9;1302
"Hanroth";2,43;636
"Harschbach";2,18;432
"Linkenbach";5,43;546
"Niederhofen";1,38;457
"Niederwambach";6,9;453
"Oberdreis";8,98;891
"Puderbach";11,02;2467
"Ratzert";2,79;246
"Raubach";7,84;2014
"Rodenbach bei Puderbach";6,61;690
"Steimel";5,59;1304
"Urbach";11,29;1499
"Woldert";5,03;592
"Bruchhausen";2,58;978
"Erpel";9,21;2551
"Rheinbreitbach";6,58;4566
"Unkel, Stadt";8,16;5038
"Anhausen";9,53;1395
"Bonefeld";5,2;958
"Breitscheid";12,22;2261
"Hausen (Wied)";7,72;1903
"Datzeroth";8,01;315
"Ehlscheid";6,27;1550
"Hardert";3,44;838
"Hümmerich";4,27;810
"Kurtscheid";5,1;997
"Meinborn";4,39;551
"Melsbach";2,8;2011
"Niederbreitbach";8,53;1546
"Oberhonnefeld-Gierend";3,97;1042
"Oberraden";4,33;676
"Rengsdorf";6,91;2872
"Roßbach";6,4;1492
"Rüscheid";4,9;849
"Straßenhaus";10,17;2000
"Thalhausen";3,65;778
"Waldbreitbach";6,39;1913
"Boppard, Stadt";74,88;15616
"Alterkülz";7,58;380
"Bell (Hunsrück)";23,58;1441
"Beltheim";24,85;2001
"Braunshorn";6,99;661
"Buch";13,45;864
"Gödenroth";6,81;489
"Hasselbach";4,79;229
"Hollnich";2,27;308
"Kastellaun, Stadt";8,41;5732
"Korweiler";2,43;79
"Michelbach";2,39;208
"Roth";3,88;259
"Spesenroth";3,51;142
"Uhler";5,58;342
"Dommershausen";24,69;1099
"Mastershausen";11,82;1010
"Lahr";3,6;167
"Mörsdorf";17,37;611
"Zilshausen";6,63;282
"Bärenbach";4,83;468
"Belg";4,79;116
"Büchenbeuren";6;1793
"Dickenschied";5,86;697
"Dill";5,55;209
"Dillendorf";6,49;564
"Gehlweiler";4,5;218
"Gemünden";10,66;1331
"Hahn";5,29;208
"Hecken";3,89;106
"Heinzenbach";3,42;450
"Henau";6,69;159
"Hirschfeld (Hunsrück)";5,09;283
"Kappel";12,41;434
"Kirchberg (Hunsrück), Stadt";18,05;4107
"Kludenbach";2,88;120
"Laufersweiler";6,79;811
"Lautzenhausen";4,95;409
"Lindenschied";3,17;177
"Maitzborn";3,15;105
"Metzenhausen";3,1;96
"Nieder Kostenz";4,12;178
"Niedersohren";3,9;447
"Niederweiler";4,81;397
"Ober Kostenz";5,84;246
"Raversbeuren";5,14;125
"Reckershausen";8,21;355
"Rödelhausen";2,56;125
"Rödern";2,72;191
"Rohrbach";3,77;171
"Schlierschied";8,64;176
"Schwarzen";3,88;137
"Sohren";9,42;3370
"Sohrschied";4,46;108
"Todenroth";1,56;82
"Unzenberg";5,49;408
"Wahlenau";4,46;212
"Womrath";8,39;193
"Woppenroth";8,66;225
"Würrich";4,33;155
"Altweidelbach";4,1;279
"Argenthal";28,59;1668
"Belgweiler";3,39;185
"Benzweiler";3,19;214
"Bergenhausen";2,68;118
"Biebern";4,1;301
"Bubach";7,1;237
"Budenbach";3,51;196
"Dichtelbach";5,37;637
"Ellern (Hunsrück)";9,34;927
"Erbach";1,97;279
"Fronhofen";3,71;237
"Holzbach";5,03;556
"Horn";6,86;332
"Keidelheim";2,72;330
"Kisselbach";9,13;606
"Klosterkumbd";7,33;271
"Külz (Hunsrück)";6,92;483
"Kümbdchen";3,21;504
"Laubach";10,02;425
"Liebshausen";5,85;494
"Mengerschied";9,53;728
"Mörschbach";5,82;354
"Mutterschied";3,07;457
"Nannhausen";6,05;623
"Neuerkirch";5,28;317
"Niederkumbd";2,27;330
"Ohlweiler";3,91;324
"Oppertshausen";1,52;131
"Pleizenhausen";4,04;316
"Ravengiersburg";6,16;333
"Rayerschied";2,51;104
"Reich";4,76;349
"Rheinböllen, Stadt";16,36;4249
"Riegenroth";3,14;251
"Riesweiler";16,83;781
"Sargenroth";12,9;473
"Schnorbach";3,42;262
"Schönborn";3,9;279
"Simmern/ Hunsrück, Stadt";11,96;8035
"Steinbach";2,6;133
"Tiefenbach";5,78;759
"Wahlbach";4,34;182
"Wüschheim";3,9;311
"Badenhard";3,01;161
"Bickenbach";6,4;352
"Birkheim";2,3;142
"Damscheid";15,15;671
"Dörth";5,15;528
"Emmelshausen, Stadt";8,05;4948
"Gondershausen";13,45;1302
"Halsenbach";9,89;1308
"Hausbay";3,24;215
"Hungenroth";5,94;279
"Karbach";4,97;645
"Kratzenburg";7,07;394
"Laudert";6,17;453
"Leiningen";5,75;731
"Lingerhahn";5,99;521
"Maisborn";1,47;141
"Mermuth";4,92;236
"Mühlpfad";1,39;54
"Ney";5,6;355
"Niederburg";6,81;668
"Niedert";2,21;120
"Norath";3,3;497
